,index,precinct,biden,trump,jorgensen,blankenship,hawkins,delafuente,total
461,462,City of Detroit Precinct 124,128,25,2,0,1,1,0
462,463,City of Detroit Precinct 125,89,9,0,0,0,0,0
463,464,City of Detroit Precinct 126,165,23,7,1,0,2,0
464,465,City of Detroit Precinct 127,95,11,0,0,0,0,0
465,466,City of Detroit Precinct 128,155,11,2,0,2,0,0
466,467,City of Detroit Precinct 129,117,12,1,0,1,1,0
467,468,City of Detroit Precinct 130,109,7,0,0,2,0,0
468,469,City of Detroit Precinct 131,158,8,0,1,2,1,0
469,470,City of Detroit Precinct 132,144,27,1,0,0,0,0
470,471,City of Detroit Precinct 133,145,36,1,1,0,1,0
471,472,City of Detroit Precinct 134,129,13,0,0,1,0,0
472,473,City of Detroit Precinct 135,129,15,0,1,3,0,0
473,474,City of Detroit Precinct 136,246,17,1,0,1,1,0
474,475,City of Detroit Precinct 137,92,15,0,0,0,0,0
475,476,City of Detroit Precinct 138,80,5,0,0,0,0,0
476,477,City of Detroit Precinct 139,170,25,0,0,1,0,0
477,478,City of Detroit Precinct 140,86,1,0,0,0,0,0
478,479,City of Detroit Precinct 141,191,8,1,0,1,0,0
479,480,City of Detroit Precinct 142,101,7,1,0,0,0,0
480,481,City of Detroit Precinct 143,161,26,3,0,1,0,0
481,482,City of Detroit Precinct 144,174,35,3,0,0,1,0
482,483,City of Detroit Precinct 145,116,32,6,0,1,0,0
483,484,City of Detroit Precinct 146,133,18,1,0,0,0,0
484,485,City of Detroit Precinct 147,264,23,0,1,2,0,0
485,486,City of Detroit Precinct 148,0,0,0,0,0,0,0
486,487,City of Detroit Precinct 149,159,15,1,0,2,0,0
487,488,City of Detroit Precinct 150,147,22,1,0,0,0,0
488,489,City of Detroit Precinct 151,147,17,1,0,1,1,0
489,490,City of Detroit Precinct 152,75,13,4,0,1,0,0
490,491,City of Detroit Precinct 153,62,21,1,0,0,0,0
491,492,City of Detroit Precinct 154,47,14,0,0,1,1,0
492,493,City of Detroit Precinct 155,37,12,1,0,0,0,0
493,494,City of Detroit Precinct 156,202,11,1,0,0,0,0
494,495,City of Detroit Precinct 157,168,43,7,1,0,0,0
495,496,City of Detroit Precinct 158,225,18,3,0,1,0,0
496,497,City of Detroit Precinct 159,124,9,0,1,0,0,0
497,498,City of Detroit Precinct 160,160,21,1,0,0,0,0
498,499,City of Detroit Precinct 161,185,16,0,1,3,0,0
499,500,City of Detroit Precinct 162,59,7,0,0,2,0,0
500,501,City of Detroit Precinct 163,157,17,3,1,1,0,0
501,502,City of Detroit Precinct 164,201,20,1,1,0,0,0
502,503,City of Detroit Precinct 165,89,6,0,0,0,0,0
503,504,City of Detroit Precinct 166,146,24,0,0,1,1,0
504,505,City of Detroit Precinct 167,198,17,2,0,2,0,0
505,506,City of Detroit Precinct 168,126,13,0,1,0,1,0
506,507,City of Detroit Precinct 169,89,7,0,1,0,0,0
507,508,City of Detroit Precinct 170,133,5,1,0,0,0,0
508,509,City of Detroit Precinct 171,69,13,1,0,0,0,0
509,510,City of Detroit Precinct 172,118,11,0,1,0,1,0
510,511,City of Detroit Precinct 173,46,1,0,0,0,0,0
511,512,City of Detroit Precinct 174,140,12,1,0,0,0,0
512,513,City of Detroit Precinct 175,112,5,0,0,0,0,0
513,514,City of Detroit Precinct 176,113,10,0,1,0,0,0
514,515,City of Detroit Precinct 177,222,14,1,0,1,1,0
515,516,City of Detroit Precinct 178,152,16,0,2,0,0,0
516,517,City of Detroit Precinct 179,224,10,3,1,1,0,0
517,518,City of Detroit Precinct 180,68,0,1,0,0,0,0
518,519,City of Detroit Precinct 181,69,3,0,0,1,0,0
519,520,City of Detroit Precinct 182,272,7,0,0,0,0,0
520,521,City of Detroit Precinct 183,141,9,2,1,0,0,0
521,522,City of Detroit Precinct 184,228,12,1,1,3,0,0
522,523,City of Detroit Precinct 185,79,5,1,0,0,1,0
523,524,City of Detroit Precinct 186,82,9,1,1,0,0,0
524,525,City of Detroit Precinct 187,173,7,2,0,0,0,0
525,526,City of Detroit Precinct 188,147,10,0,0,0,0,0
526,527,City of Detroit Precinct 189,154,7,0,0,1,0,0
527,528,City of Detroit Precinct 190,177,5,0,0,2,0,0
528,529,City of Detroit Precinct 191,180,13,0,2,0,1,0
529,530,City of Detroit Precinct 192,166,8,1,0,1,1,0
530,531,City of Detroit Precinct 193,129,15,0,0,0,0,0
531,532,City of Detroit Precinct 194,138,12,0,0,0,0,0
532,533,City of Detroit Precinct 195,108,13,0,0,0,0,0
533,534,City of Detroit Precinct 196,127,8,0,0,0,0,0
534,535,City of Detroit Precinct 197,68,6,0,1,1,0,0
535,536,City of Detroit Precinct 198,62,15,0,0,1,0,0
536,537,City of Detroit Precinct 199,68,7,0,0,0,0,0
537,538,City of Detroit Precinct 200,133,13,0,0,0,0,0
538,539,City of Detroit Precinct 201,162,16,0,0,1,0,0
539,540,City of Detroit Precinct 202,101,22,0,0,0,0,0
540,541,City of Detroit Precinct 203,107,20,1,0,0,0,0
541,542,City of Detroit Precinct 204,182,13,0,2,0,0,0
542,543,City of Detroit Precinct 205,99,11,0,0,0,0,0
543,544,City of Detroit Precinct 206,124,7,0,1,0,0,0
544,545,City of Detroit Precinct 207,220,16,1,1,1,0,0
545,546,City of Detroit Precinct 208,145,23,0,0,1,1,0
546,547,City of Detroit Precinct 209,131,4,0,0,1,0,0
547,548,City of Detroit Precinct 210,123,8,0,0,1,0,0
548,549,City of Detroit Precinct 211,106,6,1,0,1,0,0
549,550,City of Detroit Precinct 212,164,5,0,0,0,0,0
550,551,City of Detroit Precinct 213,126,3,2,0,0,0,0
551,552,City of Detroit Precinct 214,181,17,0,1,1,0,0
552,553,City of Detroit Precinct 215,222,6,1,0,2,0,0
553,554,City of Detroit Precinct 216,67,3,0,1,0,0,0
554,555,City of Detroit Precinct 217,230,4,0,2,2,0,0
555,556,City of Detroit Precinct 218,99,3,1,1,2,0,0
556,557,City of Detroit Precinct 219,103,5,2,0,0,0,0
557,558,City of Detroit Precinct 220,159,17,1,2,1,0,0
558,559,City of Detroit Precinct 221,176,6,0,0,1,0,0
559,560,City of Detroit Precinct 222,86,7,0,0,0,0,0
560,561,City of Detroit Precinct 223,198,10,1,0,1,0,0
561,562,City of Detroit Precinct 224,77,4,0,0,0,0,0
562,563,City of Detroit Precinct 225,253,14,2,0,4,0,0
563,564,City of Detroit Precinct 226,104,9,2,0,0,0,0
564,565,City of Detroit Precinct 227,178,9,0,1,1,0,0
565,566,City of Detroit Precinct 228,140,17,1,0,1,0,0
566,567,City of Detroit Precinct 229,183,15,0,0,1,2,0
567,568,City of Detroit Precinct 230,193,10,0,1,0,0,0
568,569,City of Detroit Precinct 231,176,7,1,0,1,0,0
569,570,City of Detroit Precinct 232,216,13,0,2,0,0,0
570,571,City of Detroit Precinct 233,224,7,3,3,1,0,0
571,572,City of Detroit Precinct 234,170,16,1,1,2,0,0
572,573,City of Detroit Precinct 235,110,10,1,0,1,0,0
573,574,City of Detroit Precinct 236,219,15,2,0,1,0,0
574,575,City of Detroit Precinct 237,220,17,1,0,1,0,0
575,576,City of Detroit Precinct 238,156,16,4,0,2,0,0
576,577,City of Detroit Precinct 239,157,4,1,0,1,1,0
577,578,City of Detroit Precinct 240,159,17,2,1,3,0,0
578,579,City of Detroit Precinct 241,174,4,1,0,2,0,0
579,580,City of Detroit Precinct 242,199,13,1,1,0,0,0
580,581,City of Detroit Precinct 243,85,8,0,0,0,0,0
581,582,City of Detroit Precinct 244,186,13,0,0,0,0,0
582,583,City of Detroit Precinct 245,201,10,4,2,3,0,0
583,584,City of Detroit Precinct 246,201,12,1,0,1,0,0
584,585,City of Detroit Precinct 247,149,6,2,0,0,0,0
585,586,City of Detroit Precinct 248,112,5,0,0,0,0,0
586,587,City of Detroit Precinct 249,199,11,0,0,0,0,0
587,588,City of Detroit Precinct 250,216,9,2,2,1,2,0
588,589,City of Detroit Precinct 251,135,7,1,0,0,0,0
589,590,City of Detroit Precinct 252,122,5,0,0,0,0,0
590,591,City of Detroit Precinct 253,146,4,0,0,0,0,0
591,592,City of Detroit Precinct 254,220,13,0,0,1,1,0
592,593,City of Detroit Precinct 255,96,8,1,0,0,0,0
593,594,City of Detroit Precinct 256,160,13,0,0,1,0,0
594,595,City of Detroit Precinct 257,232,12,1,0,2,1,0
595,596,City of Detroit Precinct 258,197,21,2,2,1,0,0
596,597,City of Detroit Precinct 259,215,5,2,0,2,0,0
597,598,City of Detroit Precinct 260,145,19,0,0,0,0,0
598,599,City of Detroit Precinct 261,117,28,3,0,2,0,0
599,600,City of Detroit Precinct 262,121,18,2,0,1,0,0
600,601,City of Detroit Precinct 263,209,13,0,1,1,0,0
601,602,City of Detroit Precinct 264,155,25,2,1,1,0,0
602,603,City of Detroit Precinct 265,244,26,3,3,1,0,0
603,604,City of Detroit Precinct 266,85,7,0,0,2,0,0
604,605,City of Detroit Precinct 267,108,4,0,0,0,1,0
605,606,City of Detroit Precinct 268,121,9,3,0,0,0,0
606,607,City of Detroit Precinct 269,69,7,2,1,0,0,0
607,608,City of Detroit Precinct 270,53,2,0,0,0,1,0
608,609,City of Detroit Precinct 271,210,10,1,0,2,0,0
609,610,City of Detroit Precinct 272,93,6,1,0,1,0,0
610,611,City of Detroit Precinct 273,87,7,0,0,0,1,0
611,612,City of Detroit Precinct 274,123,13,0,0,3,0,0
612,613,City of Detroit Precinct 275,140,6,0,0,1,0,0
613,614,City of Detroit Precinct 276,275,18,1,2,0,0,0
614,615,City of Detroit Precinct 277,101,5,1,0,1,0,0
615,616,City of Detroit Precinct 278,153,8,0,0,1,0,0
616,617,City of Detroit Precinct 279,155,11,1,1,0,2,0
617,618,City of Detroit Precinct 280,187,9,1,0,1,0,0
618,619,City of Detroit Precinct 281,222,16,2,0,3,1,0
619,620,City of Detroit Precinct 282,218,9,2,0,1,1,0
620,621,City of Detroit Precinct 283,101,5,0,0,2,0,0
621,622,City of Detroit Precinct 284,158,7,0,0,1,0,0
622,623,City of Detroit Precinct 285,217,23,1,1,0,0,0
623,624,City of Detroit Precinct 286,209,23,1,0,1,0,0
624,625,City of Detroit Precinct 287,266,16,0,0,3,0,0
625,626,City of Detroit Precinct 288,231,19,1,0,1,0,0
626,627,City of Detroit Precinct 289,166,12,1,0,0,0,0
627,628,City of Detroit Precinct 290,134,6,0,0,0,0,0
628,629,City of Detroit Precinct 291,192,6,3,0,0,0,0
629,630,City of Detroit Precinct 292,200,6,0,0,1,0,0
630,631,City of Detroit Precinct 293,167,15,0,1,0,0,0
631,632,City of Detroit Precinct 294,196,16,3,0,0,0,0
632,633,City of Detroit Precinct 295,147,13,0,0,1,0,0
633,634,City of Detroit Precinct 296,148,7,4,1,0,0,0
634,635,City of Detroit Precinct 297,216,15,1,0,0,0,0
635,636,City of Detroit Precinct 298,266,48,1,0,0,0,0
636,637,City of Detroit Precinct 299,97,7,1,0,3,0,0
637,638,City of Detroit Precinct 300,152,36,0,0,2,1,0
638,639,City of Detroit Precinct 301,102,19,1,0,2,0,0
639,640,City of Detroit Precinct 302,119,11,2,0,0,0,0
640,641,City of Detroit Precinct 303,126,24,2,1,0,0,0
641,642,City of Detroit Precinct 304,101,10,0,2,0,0,0
642,643,City of Detroit Precinct 305,188,11,0,1,0,0,0
643,644,City of Detroit Precinct 306,264,42,3,0,1,0,0
644,645,City of Detroit Precinct 307,159,10,1,1,0,0,0
645,646,City of Detroit Precinct 308,179,18,3,0,1,0,0
646,647,City of Detroit Precinct 309,147,14,1,0,1,0,0
647,648,City of Detroit Precinct 310,144,18,1,0,3,0,0
648,649,City of Detroit Precinct 311,264,14,2,2,0,0,0
649,650,City of Detroit Precinct 312,253,17,3,3,2,0,0
650,651,City of Detroit Precinct 313,107,5,2,0,0,0,0
651,652,City of Detroit Precinct 314,150,3,0,0,0,0,0
652,653,City of Detroit Precinct 315,269,11,0,2,2,0,0
653,654,City of Detroit Precinct 316,204,17,0,0,1,0,0
654,655,City of Detroit Precinct 317,163,5,1,0,0,0,0
655,656,City of Detroit Precinct 318,121,8,0,0,1,0,0
656,657,City of Detroit Precinct 319,165,7,0,0,1,0,0
657,658,City of Detroit Precinct 320,142,11,0,0,1,0,0
658,659,City of Detroit Precinct 321,199,7,0,2,4,0,0
659,660,City of Detroit Precinct 322,64,5,0,0,0,0,0
660,661,City of Detroit Precinct 323,205,9,0,0,2,1,0
661,662,City of Detroit Precinct 324,166,15,0,1,1,1,0
662,663,City of Detroit Precinct 325,167,15,1,0,1,0,0
663,664,City of Detroit Precinct 326,117,7,0,0,0,0,0
664,665,City of Detroit Precinct 327,173,9,0,0,0,0,0
665,666,City of Detroit Precinct 328,192,13,0,0,0,0,0
666,667,City of Detroit Precinct 329,159,10,2,0,0,0,0
667,668,City of Detroit Precinct 330,350,15,1,1,2,0,0
668,669,City of Detroit Precinct 331,171,18,0,0,0,1,0
669,670,City of Detroit Precinct 332,151,8,2,0,1,1,0
670,671,City of Detroit Precinct 333,158,6,3,0,0,1,0
671,672,City of Detroit Precinct 334,152,9,1,1,2,0,0
672,673,City of Detroit Precinct 335,213,21,1,1,1,1,0
673,674,City of Detroit Precinct 336,207,31,0,0,1,1,0
674,675,City of Detroit Precinct 337,184,34,1,0,1,1,0
675,676,City of Detroit Precinct 338,221,57,4,0,0,2,0
676,677,City of Detroit Precinct 339,166,21,0,0,0,0,0
677,678,City of Detroit Precinct 340,132,18,0,1,1,0,0
678,679,City of Detroit Precinct 341,280,14,2,0,4,0,0
679,680,City of Detroit Precinct 342,232,50,5,1,1,0,0
680,681,City of Detroit Precinct 343,301,27,1,5,2,0,0
681,682,City of Detroit Precinct 344,260,15,1,0,1,1,0
682,683,City of Detroit Precinct 345,267,17,1,1,0,0,0
683,684,City of Detroit Precinct 346,197,11,0,1,0,0,0
684,685,City of Detroit Precinct 347,242,13,1,1,0,0,0
685,686,City of Detroit Precinct 348,146,14,1,0,0,0,0
686,687,City of Detroit Precinct 349,107,6,2,0,1,0,0
687,688,City of Detroit Precinct 350,55,11,0,0,0,0,0
688,689,City of Detroit Precinct 351,133,11,1,0,1,0,0
689,690,City of Detroit Precinct 352,272,24,1,0,2,1,0
690,691,City of Detroit Precinct 353,56,10,0,0,0,0,0
691,692,City of Detroit Precinct 354,178,13,0,0,1,1,0
692,693,City of Detroit Precinct 355,325,44,0,2,1,0,0
693,694,City of Detroit Precinct 356,212,9,1,0,1,0,0
694,695,City of Detroit Precinct 357,108,6,1,0,2,0,0
695,696,City of Detroit Precinct 358,132,2,1,0,1,0,0
696,697,City of Detroit Precinct 359,193,7,0,0,0,0,0
697,698,City of Detroit Precinct 360,200,17,7,0,4,0,0
698,699,City of Detroit Precinct 361,212,18,1,0,3,0,0
699,700,City of Detroit Precinct 362,101,9,0,0,3,1,0
700,701,City of Detroit Precinct 363,250,9,2,1,4,0,0
701,702,City of Detroit Precinct 364,97,5,0,0,0,0,0
702,703,City of Detroit Precinct 365,126,6,0,0,0,0,0
703,704,City of Detroit Precinct 366,129,8,0,1,0,0,0
704,705,City of Detroit Precinct 367,153,6,2,0,0,0,0
705,706,City of Detroit Precinct 368,179,11,2,0,2,0,0
706,707,City of Detroit Precinct 369,257,13,1,1,0,0,0
707,708,City of Detroit Precinct 370,151,5,1,1,0,0,0
708,709,City of Detroit Precinct 371,172,10,0,0,1,0,0
709,710,City of Detroit Precinct 372,87,10,0,0,2,0,0
710,711,City of Detroit Precinct 373,165,9,0,1,0,0,0
711,712,City of Detroit Precinct 374,186,9,0,0,1,0,0
712,713,City of Detroit Precinct 375,219,36,3,0,1,2,0
713,714,City of Detroit Precinct 376,178,39,0,0,0,0,0
714,715,City of Detroit Precinct 377,177,50,2,1,1,0,0
715,716,City of Detroit Precinct 378,180,8,0,2,0,0,0
716,717,City of Detroit Precinct 379,273,19,0,1,0,0,0
717,718,City of Detroit Precinct 380,154,21,0,0,4,0,0
718,719,City of Detroit Precinct 381,152,13,1,0,0,0,0
719,720,City of Detroit Precinct 382,102,12,0,0,0,1,0
720,721,City of Detroit Precinct 383,175,13,1,0,0,1,0
721,722,City of Detroit Precinct 384,239,21,1,2,0,1,0
722,723,City of Detroit Precinct 385,125,9,1,0,1,0,0
723,724,City of Detroit Precinct 386,219,7,0,1,3,0,0
724,725,City of Detroit Precinct 387,144,10,2,0,0,0,0
725,726,City of Detroit Precinct 388,88,6,0,0,1,0,0
726,727,City of Detroit Precinct 389,199,12,3,0,0,0,0
727,728,City of Detroit Precinct 390,83,1,0,0,0,0,0
728,729,City of Detroit Precinct 391,71,6,0,0,0,0,0
729,730,City of Detroit Precinct 392,165,8,0,0,1,0,0
730,731,City of Detroit Precinct 393,157,7,1,1,1,1,0
731,732,City of Detroit Precinct 394,164,13,0,1,1,0,0
732,733,City of Detroit Precinct 395,149,9,2,1,0,1,0
733,734,City of Detroit Precinct 396,112,5,1,0,0,0,0
734,735,City of Detroit Precinct 397,147,7,1,0,3,0,0
735,736,City of Detroit Precinct 398,193,13,1,0,1,0,0
736,737,City of Detroit Precinct 399,169,11,2,0,0,0,0
737,738,City of Detroit Precinct 400,155,6,0,0,1,1,0
738,739,City of Detroit Precinct 401,140,8,1,0,0,0,0
739,740,City of Detroit Precinct 402,128,6,2,0,1,0,0
740,741,City of Detroit Precinct 403,184,16,2,1,2,0,0
741,742,City of Detroit Precinct 404,126,6,0,1,0,0,0
742,743,City of Detroit Precinct 405,192,6,1,2,2,0,0
743,744,City of Detroit Precinct 406,118,7,0,0,0,1,0
744,745,City of Detroit Precinct 407,105,8,1,0,1,0,0
745,746,City of Detroit Precinct 408,201,10,1,0,3,0,0
746,747,City of Detroit Precinct 409,160,10,1,0,0,0,0
747,748,City of Detroit Precinct 410,202,11,0,1,0,1,0
748,749,City of Detroit Precinct 411,112,9,0,0,0,0,0
749,750,City of Detroit Precinct 412,92,4,0,0,1,0,0
750,751,City of Detroit Precinct 413,292,15,2,0,3,0,0
751,752,City of Detroit Precinct 414,118,6,0,0,0,0,0
752,753,City of Detroit Precinct 415,195,10,2,2,0,0,0
753,754,City of Detroit Precinct 416,120,7,1,0,0,0,0
754,755,City of Detroit Precinct 417,115,5,1,0,3,0,0
755,756,City of Detroit Precinct 418,202,7,0,1,1,1,0
756,757,City of Detroit Precinct 419,104,4,1,1,1,0,0
757,758,City of Detroit Precinct 420,122,14,0,0,0,1,0
758,759,City of Detroit Precinct 421,113,5,0,0,2,0,0
759,760,City of Detroit Precinct 422,187,17,1,0,0,2,0
760,761,City of Detroit Precinct 423,160,34,0,1,1,1,0
761,762,City of Detroit Precinct 424,224,76,2,0,0,1,0
762,763,City of Detroit Precinct 425,271,87,1,1,1,0,0
763,764,City of Detroit Precinct 426,88,6,1,1,2,1,0
764,765,City of Detroit Precinct 427,182,17,5,1,2,0,0
765,766,City of Detroit Precinct 428,243,18,1,0,1,1,0
766,767,City of Detroit Precinct 429,141,10,0,1,1,0,0
767,768,City of Detroit Precinct 430,82,5,0,0,0,0,0
768,769,City of Detroit Precinct 431,135,8,1,0,0,1,0
769,770,City of Detroit Precinct 432,159,12,0,1,0,0,0
770,771,City of Detroit Precinct 433,117,12,1,1,0,0,0
771,772,City of Detroit Precinct 434,119,8,1,1,3,0,0
772,773,City of Detroit Precinct 435,68,5,1,0,0,0,0
773,774,City of Detroit Precinct 436,142,24,4,0,3,0,0
774,775,City of Detroit Precinct 437,153,5,2,0,3,2,0
775,776,City of Detroit Precinct 438,104,3,0,0,0,0,0
776,777,City of Detroit Precinct 439,113,7,3,0,0,1,0
777,778,City of Detroit Precinct 440,40,2,0,0,0,0,0
778,779,City of Detroit Precinct 441,4,2,0,0,0,0,0
779,780,City of Detroit Precinct 442,78,3,0,0,0,0,0
780,781,City of Detroit Precinct 443,14,0,0,0,0,0,0
781,782,City of Detroit Precinct 444,111,6,0,1,0,0,0
782,783,City of Detroit Precinct 445,95,9,0,1,1,0,0
783,784,City of Detroit Precinct 446,121,6,1,0,0,0,0
784,785,City of Detroit Precinct 447,210,13,1,0,0,0,0
785,786,City of Detroit Precinct 448,104,2,1,0,0,0,0
786,787,City of Detroit Precinct 449,174,12,1,0,1,0,0
787,788,City of Detroit Precinct 450,7,1,0,0,0,0,0
788,789,City of Detroit Precinct 451,89,3,0,0,0,0,0
789,790,City of Detroit Precinct 452,101,15,0,0,0,0,0
790,791,City of Detroit Precinct 453,94,5,0,0,1,0,0
791,792,City of Detroit Precinct 454,0,0,0,0,0,0,0
792,793,City of Detroit Precinct 455,78,2,1,0,0,0,0
793,794,City of Detroit Precinct 456,47,2,0,0,0,0,0
794,795,City of Detroit Precinct 457,100,5,0,0,1,0,0
795,796,City of Detroit Precinct 458,5,0,0,0,0,0,0
796,797,City of Detroit Precinct 459,0,0,0,0,0,0,0
797,798,City of Detroit Precinct 460,188,36,3,0,0,0,0
798,799,City of Detroit Precinct 461,154,35,0,0,1,0,0
799,800,City of Detroit Precinct 462,126,14,3,0,0,0,0
800,801,City of Detroit Precinct 463,81,24,0,0,0,0,0
801,802,City of Detroit Precinct 464,190,37,7,0,1,0,0
802,803,City of Detroit Precinct 465,50,5,0,0,0,0,0
803,804,City of Detroit Precinct 466,275,24,1,0,2,0,0
804,805,City of Detroit Precinct 467,102,7,0,0,2,0,0
805,806,City of Detroit Precinct 468,120,9,0,1,0,3,0
806,807,City of Detroit Precinct 469,90,0,0,0,0,0,0
807,808,City of Detroit Precinct 470,182,68,1,1,1,0,0
808,809,City of Detroit Precinct 471,7,11,0,0,0,0,0
809,810,City of Detroit Precinct 472,153,56,3,0,1,0,0
810,811,City of Detroit Precinct 473,181,61,4,0,1,0,0
811,812,City of Detroit Precinct 474,70,35,1,0,0,0,0
812,813,City of Detroit Precinct 475,152,51,1,0,0,0,0
813,814,City of Detroit Precinct 476,172,39,2,0,2,1,0
814,815,City of Detroit Precinct 477,231,86,1,1,0,1,0
815,816,City of Detroit Precinct 478,41,21,1,0,1,0,0
816,817,City of Detroit Precinct 479,100,29,3,0,1,0,0
817,818,City of Detroit Precinct 480,177,70,4,1,1,1,0
818,819,City of Detroit Precinct 481,237,92,2,0,1,1,0
819,820,City of Detroit Precinct 482,173,14,0,0,0,1,0
820,821,City of Detroit Precinct 483,207,15,1,0,2,1,0
821,822,City of Detroit Precinct 484,178,19,0,1,1,0,0
822,823,City of Detroit Precinct 485,214,9,1,1,1,0,0
823,824,City of Detroit Precinct 486,56,5,0,0,0,0,0
824,825,City of Detroit Precinct 487,69,23,0,0,0,0,0
825,826,City of Detroit Precinct 488,130,67,1,0,1,1,0
826,827,City of Detroit Precinct 489,72,37,1,0,0,0,0
827,828,City of Detroit Precinct 490,22,3,0,0,0,0,0
828,829,City of Detroit Precinct 491,182,11,1,0,2,0,0
829,830,City of Detroit Precinct 492,125,7,0,0,0,0,0
830,831,City of Detroit Precinct 493,96,7,0,0,3,0,0
831,832,City of Detroit Precinct 494,48,2,0,0,0,0,0
832,833,City of Detroit Precinct 495,91,4,2,0,1,0,0
833,834,City of Detroit Precinct 496,105,16,1,0,0,0,0
834,835,City of Detroit Precinct 497,163,4,0,1,0,0,0
835,836,City of Detroit Precinct 498,123,12,0,1,0,0,0
836,837,City of Detroit Precinct 499,103,24,0,0,0,1,0
837,838,City of Detroit Precinct 500,122,23,3,0,2,0,0
838,839,City of Detroit Precinct 501,152,14,0,0,0,0,0
839,840,City of Detroit Precinct 502,150,11,1,0,0,1,0
840,841,City of Detroit Precinct 503,22,0,0,1,1,0,0
841,842,City of Ecorse Precinct 1,0,0,0,0,0,0,0
842,843,City of Ecorse Precinct 2,0,0,0,0,0,0,0
843,844,City of Ecorse Precinct 3,0,0,0,0,0,0,0
844,845,City of Ecorse Precinct 4,0,0,0,0,0,0,0
845,846,City of Flat Rock Precinct 1,0,0,0,0,0,0,0
846,847,City of Flat Rock Precinct 2,0,0,0,0,0,0,0
847,848,City of Flat Rock Precinct 3,0,0,0,0,0,0,0
848,849,City of Flat Rock Precinct 4,0,0,0,0,0,0,0
849,850,City of Flat Rock Precinct 5,0,0,0,0,0,0,0
850,851,City of Garden City Precinct 1,0,0,0,0,0,0,0
851,852,City of Garden City Precinct 2,0,0,0,0,0,0,0
852,853,City of Garden City Precinct 3,0,0,0,0,0,0,0
853,854,City of Garden City Precinct 4,0,0,0,0,0,0,0
854,855,City of Garden City Precinct 5,0,0,0,0,0,0,0
855,856,City of Garden City Precinct 6,0,0,0,0,0,0,0
856,857,City of Garden City Precinct 7,0,0,0,0,0,0,0
857,858,City of Garden City Precinct 8,0,0,0,0,0,0,0
858,859,City of Garden City Precinct 9,0,0,0,0,0,0,0
859,860,City of Garden City Precinct 10,0,0,0,0,0,0,0
860,861,City of Gibraltar Precinct 1,0,0,0,0,0,0,0
861,862,City of Gibraltar Precinct 2,0,0,0,0,0,0,0
862,863,City of Grosse Pointe Farms Precinct 1,0,0,0,0,0,0,0
863,864,City of Grosse Pointe Farms Precinct 2,0,0,0,0,0,0,0
864,865,City of Grosse Pointe Farms Precinct 3,0,0,0,0,0,0,0
865,866,City of Grosse Pointe Farms Precinct 4,0,0,0,0,0,0,0
866,867,City of Grosse Pointe Farms Precinct 5,0,0,0,0,0,0,0
867,868,City of Grosse Pointe Park Precinct 1,0,0,0,0,0,0,0
868,869,City of Grosse Pointe Park Precinct 2,0,0,0,0,0,0,0
869,870,City of Grosse Pointe Park Precinct 3,0,0,0,0,0,0,0
870,871,City of Grosse Pointe Park Precinct 4,0,0,0,0,0,0,0
871,872,City of Grosse Pointe Park Precinct 5,0,0,0,0,0,0,0
872,873,City of Grosse Pointe Park Precinct 6,0,0,0,0,0,0,0
873,874,City of Grosse Pointe Park Precinct 7,0,0,0,0,0,0,0
874,875,City of Grosse Pointe Precinct 1,0,0,0,0,0,0,0
875,876,City of Grosse Pointe Precinct 2,0,0,0,0,0,0,0
876,877,City of Grosse Pointe Woods Precinct 1,0,0,0,0,0,0,0
877,878,City of Grosse Pointe Woods Precinct 2,0,0,0,0,0,0,0
878,879,City of Grosse Pointe Woods Precinct 3,0,0,0,0,0,0,0
879,880,City of Grosse Pointe Woods Precinct 4,0,0,0,0,0,0,0
880,881,City of Grosse Pointe Woods Precinct 5,0,0,0,0,0,0,0
881,882,City of Grosse Pointe Woods Precinct 6,0,0,0,0,0,0,0
882,883,City of Hamtramck Precinct 1,0,0,0,0,0,0,0
883,884,City of Hamtramck Precinct 2,0,0,0,0,0,0,0
884,885,City of Hamtramck Precinct 3,0,0,0,0,0,0,0
885,886,City of Hamtramck Precinct 4,0,0,0,0,0,0,0
886,887,City of Hamtramck Precinct 5,0,0,0,0,0,0,0
887,888,City of Hamtramck Precinct 6,0,0,0,0,0,0,0
888,889,City of Hamtramck Precinct 7,0,0,0,0,0,0,0
889,890,City of Harper Woods Precinct 1,0,0,0,0,0,0,0
890,891,City of Harper Woods Precinct 2,0,0,0,0,0,0,0
891,892,City of Harper Woods Precinct 3,0,0,0,0,0,0,0
892,893,City of Harper Woods Precinct 4,0,0,0,0,0,0,0
893,894,City of Harper Woods Precinct 5,0,0,0,0,0,0,0
894,895,City of Harper Woods Precinct 6,0,0,0,0,0,0,0
895,896,City of Highland Park Precinct 1,0,0,0,0,0,0,0
896,897,City of Highland Park Precinct 2,0,0,0,0,0,0,0
897,898,City of Highland Park Precinct 3,0,0,0,0,0,0,0
898,899,City of Highland Park Precinct 4,0,0,0,0,0,0,0
899,900,City of Highland Park Precinct 5,0,0,0,0,0,0,0
900,901,City of Highland Park Precinct 6,0,0,0,0,0,0,0
901,902,City of Inkster District 1 Precinct 1,0,0,0,0,0,0,0
902,903,City of Inkster District 1 Precinct 2,0,0,0,0,0,0,0
903,904,City of Inkster District 2 Precinct 1,0,0,0,0,0,0,0
904,905,City of Inkster District 2 Precinct 2,0,0,0,0,0,0,0
